beta,time,cost
0.520000,103,2092984590861.159668
0.520000,103,2011868183724.603760
0.520000,103,2123948071140.501465
0.520000,103,2135775031608.303711
0.520000,103,2169376151606.763672
0.520000,103,2028434376585.641113
0.520000,103,2072954730839.238770
0.520000,103,2042066330421.812744
0.520000,103,2115975062515.045410
0.520000,103,2161214583787.355957
0.520000,103,2164633180518.516846
0.520000,103,2120942907025.908691
0.520000,103,2082514983383.504639
0.520000,103,2235161462337.302734
0.520000,103,2049788311302.367920
0.520000,103,2114866907058.730469
0.520000,103,2126978087188.744629
0.530000,103,2183576258471.892334
0.530000,103,2050919312059.221191
0.530000,103,2214743316374.665039
0.530000,103,2131900883201.586670
0.530000,103,2063454321940.318848
0.530000,103,2138233658439.110352
0.530000,103,2083752482332.101562
0.530000,103,2216848007687.479980
0.530000,103,2121980806250.415771
0.530000,103,2096312566742.718262
0.520000,103,2093805292176.715088
0.520000,103,2123867503576.604980
0.520000,103,2079974633702.411865
0.520000,103,2170573680251.568359
0.520000,103,2110395055511.971680
0.520000,103,2061139333887.202637
0.520000,103,2167934285178.629395
0.520000,103,2165046983130.522217
0.520000,103,2131343050615.331543
0.520000,103,2150214156258.157715
0.530000,103,2156148046675.513184
0.530000,103,2207071016476.104004
0.530000,103,2164660634125.786133
0.530000,103,2088124193182.170166
0.530000,103,2189432068752.012207
0.530000,103,2090189325331.420898
0.530000,103,2079802266080.243408
0.530000,103,2049164318676.082031
0.530000,104,2162721675161.931641
0.530000,103,2252443261786.581543
0.530000,103,2150616051897.615234
0.530000,103,2070193609955.039307
0.530000,103,2097635911015.620361
0.530000,103,2070650934890.764404
0.530000,103,2078447386293.857666
0.530000,103,1992915998472.566162
0.530000,103,2183597323207.535645
0.530000,103,2029638701027.625732
0.530000,103,2097384027689.023438
0.530000,103,2111566170502.940430
0.530000,103,2040129436440.947998
0.530000,103,2140229851866.868896
0.530000,103,2069442161237.181152
0.530000,103,2035420135947.535400
0.530000,103,2132251885737.849121
0.530000,103,2069438821498.510742
0.530000,103,2147655884438.269531
0.530000,103,2106812743013.480713
0.530000,103,2167092790965.149414
0.530000,103,2076386288876.174316
0.530000,103,2046716944013.657471
0.530000,103,2097404563745.397217
0.530000,103,2139237269793.118164
0.530000,103,2080068223698.787109
0.530000,103,2123517384789.036865
0.530000,103,2105735575553.982910
0.530000,103,2107646824912.926514
0.530000,103,2092997167119.908936
0.530000,103,2116582806029.281006
0.530000,103,2046923964449.699707
0.530000,103,2140409466261.369141
0.530000,103,2103120123959.565430
0.530000,103,2063381758085.961670
0.530000,103,2098782590779.620361
0.530000,103,2087219678824.124268
0.530000,103,2212273626229.103027
0.530000,103,2115863586865.784424
0.530000,103,2058944055504.191895
0.530000,103,2182027759948.437012
0.530000,103,2035664869731.130615
0.530000,103,2140389808819.979492
0.530000,103,2107743625883.543701
0.530000,103,2176263576851.826660
0.530000,103,2149471778513.214355
0.530000,103,2079471269973.843262
0.530000,103,2183587204250.481445
0.530000,103,2151903928362.714355
0.530000,103,2132703178683.477295
0.530000,103,2141812772880.887207
0.530000,104,2038024241142.429443
0.530000,103,2038405406730.659424
0.530000,103,2031167035274.210449
0.530000,103,2143964052397.124023
0.530000,103,2134505918315.768311
0.530000,103,2123160763154.697754
0.530000,103,2064208405710.150391
0.530000,103,2146141331632.973145
0.530000,103,2129630977047.747314
0.530000,103,2155323040358.604736
0.530000,103,2097794449581.476562
0.530000,103,2136458299755.335938
0.530000,103,2092052010587.810059
0.530000,103,2200537349415.290527
0.530000,103,2028544406181.772949
0.530000,103,2069232594213.714111
0.530000,103,2224423860613.410645
0.530000,103,2082479712207.843018
0.530000,103,2086003437716.254150
0.530000,103,2195521004118.967773
0.530000,103,2189664224383.104980
0.530000,103,2120025079513.588379
0.530000,103,2104057183887.986328
0.530000,103,2097079532384.815674
0.530000,103,2048403997426.307617
0.530000,103,2068569794299.969727
0.530000,103,2110417585505.691895
0.530000,103,2035089979833.942139
0.530000,103,2079325622804.381348
0.530000,103,2167523633317.937256
0.530000,103,2159197329369.351074
0.530000,103,2042936938391.657715
0.530000,103,2151064789253.006348
0.530000,103,2187077079538.052979
0.530000,103,2139645144278.102051
0.530000,103,2115317637021.060791
0.530000,103,2045106242953.339355
0.530000,103,2131620349310.907227
0.530000,103,2162149162906.241699
0.530000,103,2065826513439.084961
0.530000,103,2117042728160.122314
0.530000,103,2115010709124.714111
0.530000,103,2062184767745.438721
0.530000,103,2066828094547.635742
0.530000,103,2062288577547.117188
0.530000,103,2069761047136.254639
0.530000,103,2106219144122.156250
0.530000,103,2071571610659.000732
0.530000,103,2136120615027.356934
0.530000,103,2077859524281.728760
0.530000,103,2090230113473.126953
0.530000,103,2091555267666.611084
0.530000,103,2083273715109.858398
0.530000,103,2170024968303.782227
0.530000,103,2114593177314.112061
0.530000,103,2105889250068.596191
0.530000,103,2103258130286.383301
0.530000,103,2135662266613.858887
0.530000,103,2106724790806.996582
0.530000,103,2119812788873.494141
0.530000,103,2108596166594.725830
0.530000,103,1976085783556.133301
0.530000,103,2136937579210.009033
0.530000,103,2137634555078.186523
0.530000,103,2149839803603.072754
0.530000,103,2063517522939.454102
0.530000,103,2043387713400.987793
0.530000,104,2118389823505.008057
0.530000,103,2148377427487.557373
0.530000,103,2061491325324.011475
0.530000,103,2066638748762.572510
0.530000,103,2038624742475.416992
0.530000,103,2131062947484.368408
0.530000,103,2175241298701.626465
0.530000,103,2061104501919.796387
0.530000,103,2106769132984.028076
0.530000,103,2132528736716.763428
0.530000,103,2192134656870.824951
0.530000,103,2092582659828.314697
0.530000,103,2112236925623.023682
0.530000,103,2078106023228.569336
0.530000,103,2023430611542.898438
0.530000,103,2092205949667.803223
0.530000,103,2205087396311.040039
0.530000,103,2057179826242.538574
0.530000,103,2213554189699.978516
0.530000,103,2126653749723.077393
0.530000,103,2182471166189.625244
0.530000,103,2129121207187.618164
0.530000,103,2154202104053.088379
0.530000,103,2129272889056.120117
0.530000,103,2064891147979.734375
0.530000,103,2034177867564.622314
0.530000,103,2141299237327.400635
0.530000,103,2050328199868.789062
0.530000,103,2026841100206.266113
0.530000,103,2133545941912.879639
0.530000,103,2124181754280.146484
0.530000,103,2149142316879.838379
0.530000,103,2047535138918.542725
0.530000,103,2067048246674.189697
0.530000,103,2115014727752.763672
0.530000,103,2115600226824.987549
0.530000,103,2104925297340.786621
0.530000,103,2157266865860.102783
0.530000,103,2036939188970.228271
0.530000,103,2163646788294.036133
0.530000,103,2126418447642.659912
0.530000,103,2107964905960.040039
0.530000,103,2132979099504.688232
0.530000,103,2112742827579.360596
0.530000,103,2024930715124.282959
0.530000,103,2090310320820.124512
0.530000,103,2153850679630.635254
0.530000,103,2159208952724.667236
0.530000,103,2060030950721.953613
0.530000,103,2094434689739.136230
0.530000,103,2146760126736.636475
0.530000,103,2072285995612.858154
0.530000,103,2087901639140.576660
0.530000,103,2102763309339.499756
0.530000,103,2111930910091.092285
0.530000,104,2064791073899.863037
0.530000,103,2101510243825.120605
0.530000,103,2170780562443.982178
0.530000,103,2107558470288.796143
0.530000,103,2092115725218.898193
0.530000,103,2118416406827.494873
0.530000,104,2197664750214.663574
0.530000,103,2196646864467.264648
0.530000,103,2078447989812.077881
0.530000,103,2091843240941.045898
0.530000,103,2010915059896.189941
0.530000,103,2134244632242.750977
0.530000,103,2076284338907.085938
0.530000,103,2083509604895.447266
0.530000,103,2093941126282.391357
0.530000,103,2118900416764.786133
0.530000,103,2207907619944.223633
0.530000,103,2137272868845.409912
0.530000,103,2109340571873.179199
0.530000,103,2139126173864.707764
0.530000,103,2143695151070.711182
0.530000,103,2084362536693.580811
0.530000,103,2087157698144.480713
0.530000,103,2074819732981.484131
0.530000,103,2078867593658.250244
0.530000,103,2199795283694.619629
0.530000,103,2151116065917.081055
0.530000,103,2141703878234.882568
0.530000,103,2069353350414.351807
0.530000,103,2111561598486.647705
0.530000,103,2096313358566.203613
0.530000,103,2111929428009.050537
0.530000,103,2073437450318.522217
0.530000,103,2129584394702.706299
0.530000,103,2090658723154.549072
0.530000,103,2081264551170.870850
0.530000,103,2107560590604.003662
0.530000,103,2123916930215.097412
0.530000,103,2033894892433.883057
0.530000,103,1985219046061.117676
0.530000,103,2053032723079.668701
0.530000,103,2071393812132.055420
0.530000,103,2149385942139.921631
0.530000,103,2157650023470.856689
0.530000,103,2039152030495.140869
0.530000,103,2082633985976.057617
0.530000,103,2245033621899.547852
0.530000,103,2072188588695.024658
0.530000,103,2117420015714.906738
0.530000,103,2212565902890.129883
0.530000,103,2173535004172.747314
0.530000,103,2084909081273.322754
0.530000,103,2178720610767.726318
0.530000,103,2074211966288.881592
0.530000,103,2208909121545.199219
0.530000,103,2114079429575.312744
0.530000,103,2126288171261.634277
0.530000,103,2112919960367.208252
0.530000,103,2064040924163.476562
0.530000,103,2125273234657.291748
0.530000,103,2098764353509.899170
0.530000,103,2048952745951.665771
0.530000,103,2136658409182.019531
0.530000,103,2086592026575.499756
0.530000,103,2056720393750.332520
0.530000,103,2121683104594.948975
0.530000,103,1987031485294.392090
0.530000,103,2124196520318.693604
0.530000,103,2108935980453.151367
0.530000,104,2066616812542.546143
0.530000,103,2104390081725.593750
0.530000,103,2182596347315.781006
0.530000,103,2052474411998.553711
0.530000,103,2184526283523.378906
0.530000,103,2165944981008.410156
0.530000,103,2075612715069.797363
0.530000,103,2063832096231.665771
0.530000,103,2071695291758.713867
0.530000,103,2183704824192.820312
0.530000,103,1997059988625.131348
0.530000,103,2185074434094.214111
0.530000,103,2054595397291.160889
0.530000,103,2133689590407.733643
0.530000,103,2109287122412.327637
0.530000,103,2105758363811.138184
0.530000,103,2018059307721.461670
0.530000,103,2065764995804.467285
0.530000,103,2117665763439.302979
0.530000,103,2044844801490.741211
0.530000,103,2151602332097.645752
0.530000,103,2066486164906.073730
0.530000,103,2099836277804.599854
0.530000,103,2170587915622.567627
0.530000,103,2099260482620.404541
0.530000,103,2177540128803.279541
0.530000,103,2107136758303.598145
0.530000,103,2118047173155.117432
0.530000,103,2104450141243.979492
0.530000,103,2147724363793.685059
0.530000,103,2105014090736.933105
0.530000,103,2173155656196.551270
0.530000,103,2088658629377.291504
0.530000,103,2064488395485.216553
0.530000,103,2094636700414.727295
0.530000,103,1979462011305.151367
0.530000,103,1991727350262.870117
0.530000,103,2185554598879.414062
0.530000,103,2136981724678.712646
0.530000,103,2166325246627.490479
0.530000,103,2129942822993.540771
0.530000,103,2120143026739.203369
0.530000,103,2212471068975.237793
0.530000,103,2205924221874.599121
0.530000,103,2146743603593.377686
0.530000,103,2152497894095.830566
0.530000,103,2114992444831.503418
0.530000,103,2205249585750.643555
0.530000,103,2195699426071.765869
0.530000,103,2099818645822.029297
0.530000,103,2129479989554.858154
0.530000,103,2182084643421.068359
0.530000,103,2096152193033.603271
0.530000,103,2068699039202.772949
0.530000,103,2098898664714.591309
0.530000,103,2100487902316.284668
0.530000,103,2136385809109.453125
0.530000,103,2083669009430.799072
0.530000,103,2081219013644.745605
0.530000,103,2049544217985.768555
0.530000,103,2128553195126.362793
0.530000,103,2140352724053.634766
0.530000,103,2161213980918.883057
0.530000,104,2152644018412.371094
0.530000,103,2099162492288.031006
0.530000,103,2096166528124.824219
0.530000,103,2110208180719.399414
0.530000,103,2157352862656.782227
0.530000,103,1936170425584.807861
0.530000,103,2145734989406.024414
0.530000,103,2139551570820.497314
0.530000,103,2077475035810.489746
0.530000,103,2119975526351.975098
0.530000,103,2143485360011.058350
0.530000,103,2044674660953.570801
0.530000,103,2090713791770.488525
0.530000,103,2107342575760.443115
0.530000,103,2100058146081.488281
0.530000,103,2053497949102.116211
0.530000,103,2201197510960.088867
0.530000,103,2161379389351.472656
0.530000,103,2082559612444.178467
0.530000,103,2129970749776.306641
0.530000,103,2173763966429.321045
0.530000,103,2080270031179.105225
0.530000,103,2048988671064.477783
0.530000,103,2031354378566.461182
0.530000,103,2066332813344.518555
0.530000,103,2029312290138.019531
0.530000,103,2161783519381.905029
0.530000,103,2029843344674.254883
0.530000,103,2074263693416.270264
0.530000,103,2199434429908.447754
0.530000,103,2149298430976.773438
0.530000,103,2050811547166.639160
0.530000,103,2065516121392.284912
0.530000,103,2095369214833.856445
0.530000,103,2158041876726.120605
0.530000,103,2150637943272.562012
0.530000,103,2158576025343.722412
0.530000,103,2109586561636.851074
0.530000,103,2095007562914.352783
0.530000,103,2078232302083.170898
0.530000,103,2089060912856.647705
0.530000,103,2067092264807.828125
0.530000,103,2166332310335.988281
0.530000,103,2202780894910.547363
0.530000,103,2186015784363.856445
0.530000,103,2108422156018.718750
0.530000,103,2055250513420.584717
0.530000,103,2119170929288.983398
0.530000,103,2125157436309.512695
0.530000,103,2141119854710.345459
0.530000,103,2043045194933.864990
0.530000,103,2135660228307.370117
0.530000,103,2082090504991.645264
0.530000,103,2058655824972.042725
0.530000,103,2108187330870.838379
0.530000,103,2147042541457.793457
0.530000,103,2121584931433.979004
0.530000,103,2130558601243.332031
0.530000,103,2160300296258.313721
0.530000,103,2109356321274.465576
0.530000,103,2125230455784.691650
0.530000,103,2153052983287.144775
0.530000,103,2120360851190.664551
0.530000,103,2182804198393.307861
0.530000,103,2145661112059.193848
0.530000,103,2079303582685.476807
0.530000,103,2143350877668.862549
0.530000,103,2114686066678.023438
0.530000,104,1987328541302.450928
0.530000,103,2089929170249.678955
0.530000,103,2126819750602.470215
0.530000,103,2041401987939.857910
0.530000,103,2145675458720.758301
0.530000,103,2157138095605.124512
0.530000,103,2126783992801.333008
0.530000,103,2058661769763.765381
0.530000,103,2167743811383.831299
0.530000,103,2049251046110.811768
0.530000,103,2150145274555.073486
0.530000,103,2074816726920.121338
0.530000,103,2097553952428.747314
0.530000,103,2080323995227.709473
0.530000,103,2037853259506.040771
0.530000,103,2079357670676.535156
0.530000,103,2240821497709.812012
0.530000,103,2110289524660.778076
0.530000,103,2058552474378.677002
0.530000,103,2055505819660.574951
0.530000,103,2150811500520.395020
0.530000,103,2140847813123.536865
0.530000,103,2183834256070.373291
0.530000,103,2024017778879.135010
0.530000,103,2061262389510.192383
0.530000,103,2071887203536.249512
0.530000,103,2042245278361.096680
0.530000,103,2127824280901.189209
0.530000,103,2070083771182.688965
0.530000,103,2089631443288.459717
0.530000,103,2098934237546.706055
0.530000,103,2202352564470.338379
0.530000,103,2106812839941.033203
0.530000,103,2183042916894.096924
0.530000,103,2093379263483.717529
0.530000,103,2093556668256.089111
0.530000,103,2121310691023.707031
0.530000,103,2176907019676.982910
0.530000,103,2092131110680.523193
0.530000,103,2090878326473.470947
0.530000,103,2074111373696.847656
0.530000,103,2067820234280.385254
0.530000,103,2116010329089.995361
0.530000,103,2105180292943.470459
0.530000,103,2062551631350.555420
0.530000,103,2018219642748.955078
0.530000,103,2072764247682.129395
0.530000,103,2136848676070.316895
0.530000,103,2050713633993.343750
0.530000,103,2106519597333.665771
0.530000,103,2016376072993.995361
0.530000,103,2112404767822.582764
0.530000,103,2073221982716.622314
0.530000,103,2208883195699.885254
0.530000,103,2187535999877.800781
0.530000,103,2092161034517.420166
0.530000,103,2112402119276.515381
0.530000,103,2094637134454.265381
0.530000,103,2239939879125.952148
0.530000,103,2152917720158.837646
0.530000,103,2122192726775.152100
0.530000,103,2132615228238.986084
0.530000,103,2062248431154.734619
0.530000,103,2215813135390.910645
0.530000,103,2058069159081.977783
0.530000,103,2121063298463.025146
0.530000,103,2092729659144.252930
0.530000,103,2204723285493.297852
0.530000,103,2119107484741.913086
0.530000,103,2041661782728.789062
0.530000,103,2064083745500.485107
0.530000,103,2206139861474.736328
0.530000,103,2142560065289.201904
0.530000,103,2027114513768.119385
0.530000,103,2029773754654.997070
0.530000,103,2185053731902.707031
0.530000,103,2099572938709.586670
0.530000,103,2148680469345.339111
0.530000,103,2232788974363.036621
0.530000,103,2183039040161.500732
0.530000,103,2095771568520.034180
0.530000,103,2157365013566.331543
0.530000,103,2087126913402.572754
0.530000,103,2129618417074.882324
0.530000,103,2130886322662.070068
0.530000,103,2111053580179.156494
0.530000,103,2163672927200.894775
0.530000,103,2089419249733.316162
0.530000,103,2168831164445.208252
0.530000,103,2090387535282.454834
0.530000,103,2089136652557.610107
0.530000,103,2107683346923.761963
0.530000,103,2141427880061.896729
0.530000,103,2089616557247.985107
0.530000,103,2100307125562.031006
0.530000,103,2165976754469.612549
0.530000,103,2079118626201.840088
0.530000,103,2133892815473.958008
0.530000,103,2230442881059.102539
0.530000,103,2102590472926.696533
0.530000,103,2048511646370.371338
0.530000,103,2068674826333.096436
0.530000,103,2159316396187.506348
0.530000,103,2112058587288.096191
0.530000,103,2024479415039.946289
0.530000,103,2154602599359.385986
0.530000,103,2128739213588.999756
0.530000,103,2269303690454.315430
0.530000,103,2080686726470.946289
0.530000,103,2068072381140.744629
0.530000,103,2082801598708.525391
0.530000,103,2100919058600.961182
0.530000,103,2068639324344.803467
0.530000,103,2052521884405.316650
0.530000,103,2068064409002.083008
0.530000,103,2108087858434.805420
0.530000,103,2105381628920.376709
0.530000,103,2092085028620.971436
0.530000,103,2116476093624.703125
0.530000,103,2116377126712.865479
0.530000,103,2108449999900.354004
0.530000,103,2093746005448.188721
0.530000,103,2147121699710.733398
0.530000,104,2180778338892.655762
0.530000,103,2140098406424.908936
0.530000,103,2012593359222.123535
0.530000,103,2221336837301.584961
0.530000,103,2163876599233.763916
0.530000,103,2179244607190.139893
0.530000,103,2117622315506.556396
0.530000,103,2070711734674.898682
0.530000,103,2221736779047.066406
0.530000,103,2073705456873.150879
0.530000,103,2181286707074.937500
0.530000,103,1997475363235.726562
0.530000,103,2142982108951.052979
0.530000,103,2127339498143.648438
0.530000,103,2102015980551.772461
0.530000,103,2084782274488.687256
0.530000,103,2024153620101.206787
0.530000,103,2091630589673.876221
0.530000,103,2055232413639.177734
0.530000,103,2118835687854.920654
0.530000,103,2102543238847.211670
0.530000,103,2083412659079.732422
0.530000,103,2121970757278.876465
0.530000,103,2078699894164.419434
0.530000,103,2029850455192.561768
0.530000,103,2114283058356.589355
0.530000,103,2104016493377.755859
0.530000,103,2100259108340.195312
0.530000,103,2076476473824.554932
0.530000,103,2160030655932.211426
0.530000,103,2099538647350.655273
0.530000,103,2130849044885.703613
0.530000,103,2129121225304.398926
0.530000,103,2065383034923.365723
0.530000,103,2079597740765.841064
0.530000,103,2176588449139.338867
0.530000,103,2081420371173.370117
0.530000,103,2142540635538.321533
0.530000,103,2085095355363.491455
0.530000,103,2134960490926.998291
0.530000,103,2146917599980.188232
0.530000,103,2174487293712.959473
0.530000,103,2084177901797.099609
0.530000,103,2141701840092.315430
0.530000,103,2123394888156.572510
0.530000,103,2086122322967.499756
0.530000,103,1996817585979.309082
0.530000,103,2066288138849.863037
0.530000,103,2109167933931.480225
0.530000,103,2034497026026.472168
0.530000,103,2010496893566.480225
0.530000,103,2124550416301.289307
0.530000,103,2004608144796.569580
0.530000,103,2114799241539.373047
0.530000,103,2128631601560.041016
0.530000,103,2049507023227.676758
0.530000,103,2113314506049.218262
0.530000,103,2102594989356.606689
0.530000,103,2126246135736.943848
0.530000,103,2106620956619.538086
0.530000,103,2052584188872.540771
0.530000,103,2003819128583.326416
0.530000,103,2066631895490.247559
0.530000,103,2064386460919.375977
0.530000,103,2171244155260.156738
0.530000,103,2145849815776.529541
0.530000,103,2076698793190.745850
0.530000,103,2127324268232.757080
0.530000,103,2082236911571.016602
0.530000,103,2154594082520.258057
0.530000,103,2179117464597.830811
0.530000,103,2114546096970.779541
0.530000,103,2156147038979.504639
0.530000,103,2142936862623.254150
0.530000,103,2219571076279.027344
0.530000,103,2067171119253.162598
0.530000,103,2143961407334.232666
0.530000,103,2084251887104.681641
0.530000,103,2098847756012.637207
0.530000,103,2048586685084.067627
0.530000,103,2077637106788.455078
0.530000,103,2089539350648.427734
0.530000,103,2137137417707.823486
0.530000,103,2194544610888.345459
0.530000,103,2144506948888.925781
0.530000,103,2089414238579.221191
0.530000,103,2081760768361.729736
0.530000,103,2174145250211.758301
0.530000,103,2120879009826.514160
0.530000,103,2114007061190.407959
0.530000,103,2074921895426.625977
0.530000,103,2173053943853.202881
0.530000,103,2047650619045.120117
0.530000,103,2175999687841.656250
0.530000,103,2147037705025.295410
0.530000,103,2186517724902.325439
0.530000,103,2011783764776.037354
0.530000,103,2208770011179.679688
0.530000,103,2061394009385.665039
0.530000,103,2126907376901.069336
0.530000,103,2057359234920.369873
0.530000,104,2034818058512.132568
0.530000,103,2133138130571.364258
0.530000,103,2100589303568.791748
0.530000,103,1982896947640.987305
0.530000,103,2120802201495.906494
0.530000,103,2032420683832.790771
0.530000,103,2082977710966.692383
0.530000,103,2001079267509.474121
0.530000,103,2126470109508.794189
0.530000,103,2217252566562.464844
0.530000,103,2148085648117.532227
0.530000,103,2126229323598.379883
0.530000,103,2166302940163.985596
0.530000,103,1998272738333.153076
0.530000,103,2192334840844.582275
0.530000,103,2122490002828.768799
0.530000,103,2068726878738.816406
0.530000,103,2089422254954.235107
0.530000,103,2129565818602.225098
0.530000,103,2075005725003.187744
0.530000,103,2076282236430.755371
0.530000,103,2113499623412.052246
0.530000,103,2167212831553.167236
0.530000,103,2054002860126.787109
0.530000,103,2093973175952.887939
0.530000,103,2151382598471.605469
0.530000,103,2151297767382.761475
0.530000,103,2070114026762.751465
0.530000,103,2072020737466.288330
0.530000,103,2071083096052.794189
0.530000,103,2127157804888.681152
0.530000,103,2133406548914.429443
0.530000,103,2212361425235.209961
0.530000,103,2168915839846.968994
0.530000,103,2019157296356.127930
0.530000,103,2048673877732.163574
0.530000,103,2149992466545.832275
0.530000,103,2186111274669.095947
0.530000,103,2069499688251.168213
0.530000,103,2106944147532.324463
0.530000,103,2083187359183.824951
0.530000,103,2105439662326.641602
0.530000,103,2131998054966.803955
0.530000,103,2133850768999.237549
0.530000,103,2148851241280.882324
0.530000,103,2150933965310.067139
0.530000,103,2075158150172.734619
0.530000,103,1990307287295.494629
0.530000,103,2107241751360.770508
0.530000,103,2154775374264.160889
0.530000,103,2169667194568.503662
0.530000,103,2110106754215.148438
0.530000,103,2123316512210.885742
0.530000,103,2089291116408.836426
0.530000,104,2093878159349.589111
0.530000,103,2162154714083.645508
0.530000,103,2047090591907.085938
0.530000,103,2101802806754.467773
0.530000,103,2140689912199.588867
0.530000,103,2116728317410.301025
0.530000,103,2121199466122.600830
0.530000,103,2086636336002.540771
0.530000,103,2141963556522.079590
0.530000,103,2211151691415.345215
0.530000,103,2049616965811.034180
0.530000,103,2115981165947.687500
0.530000,103,2094854152107.730225
0.530000,103,2141606703172.290527
0.530000,103,2071939079966.619385
0.530000,103,2142541902637.536621
0.530000,103,2090783281405.717529
0.530000,103,2182378286677.601318
0.530000,103,2065903741195.919922
0.530000,103,2128411194777.400146
0.530000,103,2060704645406.364990
0.530000,103,2055314940930.003174
0.530000,103,2123421598363.659424
0.530000,103,2165122031823.379639
0.530000,103,1988503578079.754150
0.530000,103,2065603167625.928223
0.530000,103,2118986448832.795654
0.530000,103,2043218436363.538818
0.530000,103,2079410862922.738281
0.530000,103,2059032754541.435059
0.530000,103,2098027307948.090576
0.530000,103,2097137226847.096191
0.530000,103,2067640876082.072021
0.530000,103,2134545986455.158447
0.530000,103,2099766195037.035645
0.530000,103,2095191461783.640381
0.530000,103,2145138779575.980469
0.530000,103,2084468888347.447754
0.530000,103,2090981273149.437256
0.530000,103,2164203419419.040283
0.530000,103,2169158467744.976074
0.530000,103,2168856107492.741211
0.530000,103,2210100478151.895020
0.530000,103,2025916248870.502930
0.530000,103,2122787177746.241455
0.530000,103,2131683492109.184570
0.530000,103,2013798557444.958496
0.530000,103,2049122060208.322266
0.530000,103,2130994059373.132080
0.530000,103,2125367419378.846191
0.530000,103,2018677955039.850830
0.530000,103,2234285042565.842773
0.530000,103,2232908761508.121094
0.530000,103,2139972711271.853027
0.530000,103,2083999609829.705566
0.530000,103,2104018107723.804932
0.530000,103,2168932338322.080566
0.530000,103,2187328657801.983643
0.530000,103,2145378766846.555664
0.530000,103,2136151079863.867188
0.530000,103,2103929847472.892578
0.530000,103,2175039618405.734619
0.530000,103,2153005559338.774414
0.530000,103,1990068543270.169678
0.530000,103,2094463358031.977783
0.530000,103,2054086370215.199707
0.530000,103,2117163624560.980469
0.530000,103,2079680732368.663818
0.530000,103,2138787949885.050537
0.530000,103,2146659617004.684570
0.530000,103,2171056012946.120605
0.530000,103,2080499163275.396240
0.530000,103,2101589309113.864014
0.530000,103,2217151700170.035156
0.530000,103,2049010956461.966309
0.530000,103,2194465571302.795166
0.530000,103,2109364340057.515625
0.530000,103,2167719006399.418213
0.530000,103,2089387395064.932617
0.530000,103,2094733246677.575439
0.530000,103,2107383114640.421387
0.530000,103,2064696413731.273193
0.530000,103,2062248339072.836670
0.530000,103,2125732992337.527588
0.530000,103,2172599770780.382812
0.530000,103,2093541558803.819580
0.530000,103,2057959053108.531738
0.530000,103,1985421528687.744873
0.530000,103,2157826903874.330322
0.530000,103,2115154256963.006836
0.530000,103,2193119224809.512695
0.530000,103,2063287890323.974854
0.530000,103,2091561462216.891602
0.530000,103,2149837022215.421143
0.530000,103,2125101994279.946045
0.530000,103,2069711359405.401367
0.530000,103,2110136031528.618164
0.530000,103,1976306081983.901367
0.530000,103,2159387300443.634033
0.530000,103,2127681532896.335938
0.530000,103,2143867910845.149414
0.530000,103,2179492021866.433594
0.530000,103,2021719750251.762939
0.530000,103,2029989303855.993652
0.530000,103,2092036070435.160645
0.530000,103,2074214606976.552246
0.530000,103,2128161753734.378418
0.530000,103,2052798588108.880127
0.530000,103,2120673609274.994629
0.530000,103,2124997134081.375244
0.530000,103,2087829083296.565674
0.530000,103,2207629720999.009766
0.530000,103,2145343902616.451172
0.530000,103,2066220453174.089844
0.530000,103,2117553669410.272949
0.530000,103,2110385283819.778320
0.530000,103,1981893883511.724365
0.530000,103,2159182766471.759033
0.530000,103,2092179266313.642578
0.530000,103,2021050898521.336182
0.530000,103,2163325872190.508545
0.530000,103,2192542868897.119141
0.530000,103,2095817812635.511230
0.530000,103,2100526554835.454102
0.530000,103,2092130086718.164551
0.530000,103,2145969890928.930908
0.530000,103,2128938866686.542969
0.530000,103,2183076257587.817627
0.530000,103,2127551364566.202637
0.530000,103,2153507568262.092773
0.530000,103,2076717508822.828857
0.530000,103,2085780405292.399902
0.530000,103,2070126205859.232666
0.530000,103,2067063112654.539307
0.530000,103,2042706941473.698242
0.530000,103,2115642212486.291504
0.530000,103,2095927541243.499756
0.530000,103,2065614377933.227783
0.530000,104,2066024425122.496338
0.530000,103,2166154835348.381836
0.530000,103,2079664830817.139648
0.530000,103,2070050505472.424072
0.530000,103,2078626399221.292480
0.530000,103,2127105131123.687744
0.530000,103,2176432584082.357666
0.530000,103,2207910296691.298340
0.530000,103,2208139548063.159180
0.530000,103,2079287463651.412354
0.530000,103,2092495570431.481934
0.530000,103,2145837750847.533447
0.530000,103,2130768662241.689453
0.530000,103,2046394754809.010254
0.530000,103,2023978477625.058594
0.530000,103,2104903149821.669434
0.530000,103,2123666518981.110596
0.530000,103,2124326598196.237549
0.530000,103,2118036097405.412598
0.530000,103,2117371576257.764404
0.530000,103,2064194791978.420410
0.530000,103,2141988976033.565674
0.530000,103,2122981393011.615479
0.530000,103,2095923961751.312256
0.530000,103,2077545105117.436523
0.530000,103,2183102995873.028564
0.530000,103,2205003790067.892090
0.530000,103,2019350447662.717529
0.530000,103,2057047322526.480225
0.530000,103,2047644739375.390137
0.530000,103,2159921138061.698730
0.530000,104,2125179566076.946045
0.530000,103,2021433224718.145020
0.530000,103,2127691283092.708252
0.530000,103,2166383941043.665771
0.530000,103,2105993488364.299072
0.530000,103,2020588524135.407959
0.530000,103,2147993674151.270508
0.530000,103,2168220631416.518799
0.530000,103,2138660994063.993164
