beta,time,cost
0.030000,73,2184992581982.346680
0.030000,71,2150227368774.130371
0.030000,75,2063954159368.996582
0.030000,72,2135771898768.604492
0.030000,73,2261846344980.702637
0.030000,73,2056473756593.062012
0.030000,71,2054716104616.736572
0.030000,74,2094268435066.699707
0.030000,72,2144712426293.012939
0.030000,73,2083298208998.735840
0.030000,74,2074181731167.822754
0.030000,74,2085964322260.419189
0.030000,73,2077150200953.960693
0.030000,74,2083807781792.403564
0.030000,71,2171604628582.320801
0.030000,75,2108086205666.438477
0.030000,73,2088150017512.084961
0.030000,72,2109276524755.580078
0.030000,72,2208035015822.770996
0.030000,73,2171688486822.700439
0.030000,71,2002078635862.631348
0.030000,75,2101577185421.099121
0.030000,71,2073434697112.213135
0.030000,73,2125439478363.561523
0.030000,71,2141467161396.058350
0.030000,72,2088654735063.494629
0.030000,75,2108978528845.640625
0.020000,73,2174936337400.117676
0.020000,73,2070453241895.185303
0.020000,72,2113673226443.898682
0.020000,71,2120148101645.077637
0.020000,74,2031785120622.099854
0.020000,74,2152338471891.233154
0.020000,74,2064192529252.533936
0.020000,71,2087696334156.350830
0.020000,74,2118981083217.459717
0.020000,70,2038201195672.603516
0.020000,71,2110126470636.175293
0.020000,72,2031415635469.230713
0.020000,73,2105014189460.956787
0.020000,75,2105173326748.049561
0.020000,72,2072646516703.218994
0.020000,71,2126504370811.687500
0.020000,71,2047034927076.518066
0.020000,74,2078070248138.811035
0.020000,71,2113019991636.651367
0.020000,72,2134381301256.034668
0.030000,74,2181604827341.650879
0.030000,72,2094382397793.466553
0.030000,74,2027283987949.067139
0.030000,74,2140873998039.178467
0.030000,73,2018038609223.593750
0.030000,73,2082713599623.382568
0.030000,77,2084331125535.655029
0.030000,74,2068211617231.244385
0.030000,73,2154173565955.448486
0.030000,74,2134334875646.723877
0.020000,72,2200331582272.768066
0.020000,75,2143509321289.983154
0.020000,71,2006352303604.071777
0.020000,72,2158968797217.084961
0.020000,70,2094230000695.273682
0.020000,72,2070214822864.984863
0.020000,73,2126766231132.035889
0.020000,72,2140045377171.551758
0.020000,73,1994356798684.976074
0.020000,72,2116807822938.823975
0.030000,73,2189631853129.984131
0.030000,74,2059537930990.259033
0.030000,74,2086069234109.100342
0.030000,72,2193628655346.256592
0.030000,73,2079178172687.976562
0.030000,74,2122751430428.961426
0.030000,73,2071650002627.923340
0.030000,73,2138503283037.058350
0.030000,72,2106035674379.905029
0.030000,74,2092077653168.869385
0.030000,74,2184778502581.805420
0.030000,76,2134186341572.999023
0.030000,72,2134597848008.562012
0.030000,74,2048982319313.412598
0.030000,73,2099672875012.569336
0.030000,73,2100730031012.036133
0.030000,73,2211875695968.074707
0.030000,73,2149681399591.116455
0.030000,73,2142181450219.353760
0.030000,75,2037189334291.311523
0.030000,73,2090126863273.113525
0.030000,75,2105304475905.456299
0.030000,71,2183032967731.078369
0.030000,73,2141983689059.687012
0.030000,72,2143188546777.349365
0.030000,73,2188994746549.124023
0.030000,76,2095178462358.577393
0.030000,72,2085660435996.366455
0.030000,72,2170736126210.014893
0.030000,73,2185857034284.751465
0.030000,72,2043784616522.953857
0.030000,71,2133322927519.957764
0.030000,73,2143581661041.823242
0.030000,78,2114212417249.968750
0.030000,74,1998456032266.284668
0.030000,77,2075409167309.817871
0.030000,74,2146521787094.447998
0.030000,73,2010213677167.383301
0.030000,73,2155560459017.299805
0.030000,73,2110091100543.330078
0.030000,74,2134178782285.330811
0.030000,78,2077371913833.484131
0.030000,72,2107402267484.748535
0.030000,73,2007683518418.359375
0.030000,71,2057669462138.141357
0.030000,71,2103644089498.539307
0.030000,71,2088171697774.246826
0.030000,72,2107635080591.928223
0.030000,73,2103742796383.134277
0.030000,72,2070974565762.817139
0.030000,73,2139152005833.254150
0.030000,74,2090268647888.687012
0.030000,74,2083498421734.816895
0.030000,74,2077420405827.782471
0.030000,73,2083513906413.968506
0.030000,76,2187176994470.416748
0.030000,74,2139925635282.643311
0.030000,72,2011116828041.719238
0.030000,78,2080849724885.000977
0.030000,72,2046715445461.309082
0.030000,73,2131471414204.105469
0.030000,73,2111464542915.180908
0.030000,72,2068174372718.363281
0.030000,74,2087739376619.782959
0.030000,74,2070255374789.205566
0.030000,74,2168981653268.094971
0.030000,74,2090025041324.769287
0.030000,74,2083989672842.800049
0.030000,74,2134009749108.917480
0.030000,75,2157950342858.835693
0.030000,73,2085838206657.029541
0.030000,74,2040490815259.780518
0.030000,71,2117779655447.371338
0.030000,77,2140105722404.151367
0.030000,72,2140957964109.261230
0.030000,74,2028663845276.617432
0.030000,74,2112068377815.605713
0.030000,73,2054678965377.959717
0.030000,72,2233787660234.740234
0.030000,72,2090959482787.777588
0.030000,73,2157792285964.094971
0.030000,74,2119248668733.029053
0.030000,72,2081158796073.759033
0.030000,73,2152853001296.280762
0.030000,74,2092491109083.711426
0.030000,74,2191852929318.999023
0.030000,73,2184291784650.450195
0.030000,74,2068507647003.471680
0.030000,72,2222362334942.860352
0.030000,72,2105138699496.716309
0.030000,74,2095303453453.710938
0.030000,73,2161037579177.735840
0.030000,73,2226891473083.808594
0.030000,75,2052293642358.650635
0.030000,78,2126999191051.699219
0.030000,73,2161745432280.751709
0.030000,71,2076113928310.978516
0.030000,75,2093349898162.231689
0.030000,74,2030509915361.425781
0.030000,71,2004219252566.022949
0.030000,74,2182451015649.591797
0.030000,73,2094065144858.789307
0.030000,73,2091350831871.857666
0.030000,75,2082164465676.523438
0.030000,71,2144301888943.181396
0.030000,72,1983765491539.039062
0.030000,73,2128400253247.409180
0.030000,75,2155408167877.773682
0.030000,74,2147188102215.780518
0.030000,70,2188104947440.765625
0.030000,73,2129848126591.829102
0.030000,74,2059604366718.932129
0.030000,74,2130701461040.256348
0.030000,72,2026685481014.630371
0.030000,72,2138666497747.247070
0.030000,73,2123818464612.339111
0.030000,72,2156467457330.468018
0.030000,72,2207271916140.125977
0.030000,72,2142072536235.188721
0.030000,73,2076178009274.384521
0.030000,74,2140906177838.735107
0.030000,71,2118838755286.173096
0.030000,72,2041838389750.363770
0.030000,73,2165491146099.114258
0.030000,73,2066747350525.247803
0.030000,73,2074766876696.738037
0.030000,75,2084985843193.823730
0.030000,75,2109365077946.822266
0.030000,73,2034115778444.854492
0.030000,72,2073299005652.475098
0.030000,72,2133321399680.421143
0.030000,72,2113867267094.417725
0.030000,74,2173906345185.830078
0.030000,75,2104873438076.181152
0.030000,74,2103653845829.305664
0.030000,75,2066376011213.423340
0.030000,71,2062456095698.514404
0.030000,73,2082705989513.358398
0.030000,74,2228480949415.031250
0.030000,76,2130978075179.603516
0.030000,73,2026054668708.240234
0.030000,73,2097225519475.116699
0.030000,72,2202109847141.332520
0.030000,75,2099765583130.539307
0.030000,73,2101871867979.718750
0.030000,73,2129253590854.164551
0.030000,74,2138256978270.767822
0.030000,72,2034789255471.601074
0.030000,73,2106186010210.964844
0.030000,74,2143005022931.564453
0.030000,72,2186146515529.425049
0.030000,73,2155790933804.223145
0.030000,75,2025840559303.476074
0.030000,71,2129309107399.147461
0.030000,73,2052577049494.902832
0.030000,73,2039275283161.942383
0.030000,75,2095404337438.339844
0.030000,73,2139870340189.027344
0.030000,74,2094697042655.267822
0.030000,77,2089438039379.730225
0.030000,71,2100045496476.304443
0.030000,73,2021901519927.051514
0.030000,74,2168708213224.829590
0.030000,72,2160842853221.232666
0.030000,74,2111369676451.745361
0.030000,74,2151094848178.890869
0.030000,73,2137852867310.526855
0.030000,74,2087426453955.699463
0.030000,73,2195062825932.216309
0.030000,73,2093417504775.249512
0.030000,75,1982094692046.328369
0.030000,73,2118357919634.838867
0.030000,75,2164118695291.838135
0.030000,73,2087841523092.531982
0.030000,73,2160529086649.486328
0.030000,74,2076035628346.287598
0.030000,73,2154050038759.892822
0.030000,74,2060914370498.226074
0.030000,74,2090787460859.577881
0.030000,75,2000714614519.579590
0.030000,72,2184119614425.568115
0.030000,72,2143297468553.961670
0.030000,73,2120038119247.689209
0.030000,73,2148059529786.358398
0.030000,74,2090858534712.647949
0.030000,72,2120934713775.958008
0.030000,72,2096221592310.736816
0.030000,73,2166569975526.925293
0.030000,75,2138180655981.336182
0.030000,73,2100219501823.475586
0.030000,73,2057337444253.243408
0.030000,75,2082174027965.704590
0.030000,72,2155906678415.457520
0.030000,73,2116684325093.951416
0.030000,76,2031922759964.345459
0.030000,76,1972032507640.625000
0.030000,74,2119442716789.321777
0.030000,73,2171196647178.438965
0.030000,73,2075069242416.151123
0.030000,74,1983691625449.387207
0.030000,72,2017526233774.018555
0.030000,73,2119711798144.137207
0.030000,75,2088111328825.972168
0.030000,74,2087357268244.528809
0.030000,73,2015019050132.037354
0.030000,74,2137178791098.160156
0.030000,73,2015034227654.346191
0.030000,73,2146305050204.234863
0.030000,75,2094757601241.594238
0.030000,74,2034677116238.638916
0.030000,72,2140501079947.843506
0.030000,72,2101193041032.520508
0.030000,75,2126456300916.755371
0.030000,75,2125887912330.557129
0.030000,75,2027908105132.129395
0.030000,73,2119985267126.015137
0.030000,72,2162574500800.347412
0.030000,77,2162250582696.893799
0.030000,72,2080816495309.138672
0.030000,73,2110897853316.901123
0.030000,73,2050515240216.289307
0.030000,74,2120432102464.645508
0.030000,73,2050447084787.885010
0.030000,72,2101326468259.520752
0.030000,73,2111911641090.049316
0.030000,74,2040160980404.680420
0.030000,74,2121959721044.431885
0.030000,73,2143684843252.236328
0.030000,73,2027855998425.004883
0.030000,73,2038372888271.663574
0.030000,72,2056284003449.321045
0.030000,72,2143733970030.056396
0.030000,74,2192561782183.429688
0.030000,74,2091897105097.420410
0.030000,74,2126121873198.341064
0.030000,73,2113836763175.856934
0.030000,71,2118104855509.422852
0.030000,71,2182352219465.344482
0.030000,73,2098606302119.571289
0.030000,74,2072626697903.096924
0.030000,73,2025286610558.461914
0.030000,73,2076055281882.415039
0.030000,74,2083040890455.552002
0.030000,73,2164064139767.845703
0.030000,74,2142918654953.424561
0.030000,76,2133984696913.966064
0.030000,72,1987669541116.626953
0.030000,72,2135140194732.252441
0.030000,72,2187093932652.039795
0.030000,72,2028455315310.060059
0.030000,70,2124869442786.456543
0.030000,74,2176279339248.494385
0.030000,72,2171531722726.000488
0.030000,74,2132919113958.410889
0.030000,73,2067092512066.886963
0.030000,75,2082961236050.776611
0.030000,72,2152149390240.884766
0.030000,70,2235351904584.861816
0.030000,74,2056881180169.436523
0.030000,76,2172193587560.371338
0.030000,71,2146862183912.250000
0.030000,74,2049147811207.951660
0.030000,72,2129143460695.864990
0.030000,75,2007366170054.441895
0.030000,74,2119584648207.057373
0.030000,74,2133755795785.670410
0.030000,74,2105341672588.340332
0.030000,74,2154064770401.232178
0.030000,72,2141418450555.137695
0.030000,74,2115041741939.928711
0.030000,72,2128014970589.395508
0.030000,75,2190590470406.187500
0.030000,74,2084122713382.085938
0.030000,75,2143089069882.821045
0.030000,74,2082168355013.010010
0.030000,72,2070528162848.831543
0.030000,73,2051805029738.178711
0.030000,73,2083406036183.182861
0.030000,73,2088776779145.796387
0.030000,77,2124549172373.694336
0.030000,74,2122037204384.154053
0.030000,71,2098706845902.774170
0.030000,72,2166840126437.804688
0.030000,72,2171686916102.285889
0.030000,73,2064546025728.116943
0.030000,75,2041565117902.413086
0.030000,75,2059020289311.597168
0.030000,71,2163218403358.315674
0.030000,73,2038733169522.283936
0.030000,73,2099026743794.672607
0.030000,74,2102122361623.123779
0.030000,75,2054864033953.871582
0.030000,73,2022600931193.196045
0.030000,73,2111751574252.683350
0.030000,74,2027809413753.952148
0.030000,75,2098765561128.524658
0.030000,74,2085311418851.950684
0.030000,73,2096812032771.304688
0.030000,72,2079395638876.258301
0.030000,73,2111005916745.728760
0.030000,71,2160112900843.493164
0.030000,74,2069992821305.643555
0.030000,75,2089454639243.628906
0.030000,73,2098896580234.021729
0.030000,74,2087957557726.945312
0.030000,72,2083575064352.853027
0.030000,72,2158527495291.734619
0.030000,76,2006178756575.083496
0.030000,72,2032213558224.796875
0.030000,74,2147668125290.481689
0.030000,72,2119764824090.244629
0.030000,71,2101080157242.934082
0.030000,75,2168176329639.847412
0.030000,72,2189624609663.179199
0.030000,73,2237021200741.756836
0.030000,73,2085032335154.229492
0.030000,72,2044893673834.195068
0.030000,73,2095881412389.967529
0.030000,73,2144859067861.884521
0.030000,74,2199753420993.328125
0.030000,73,2071843909664.241211
0.030000,74,2162739799860.718018
0.030000,72,2096876446583.130371
0.030000,73,2078725266408.548340
0.030000,73,2050090054720.992920
0.030000,73,2127876619945.178467
0.030000,72,2113558745837.399658
0.030000,71,2055283319573.968994
0.030000,72,2040225807395.414307
0.030000,71,2111447753217.541260
0.030000,74,2119364483584.770020
0.030000,74,2167010199732.766357
0.030000,72,2011723132971.402100
0.030000,72,2015652333130.460693
0.030000,73,2016046537588.379395
0.030000,74,2172945930955.694580
0.030000,73,2085411298924.118408
0.030000,73,2079360955522.058594
0.030000,73,2063678651015.062256
0.030000,74,2119016273563.457764
0.030000,73,2134127772876.683594
0.030000,73,2200528235670.056641
0.030000,73,2042951773516.869629
0.030000,72,2109956186921.444580
0.030000,74,2083446483972.091797
0.030000,75,2065089904049.313965
0.030000,73,2042333454322.746338
0.030000,73,2049652887628.181885
0.030000,75,2136324579696.172363
0.030000,73,2148283886522.431396
0.030000,74,2040919071048.487793
0.030000,72,2147448354406.200195
0.030000,73,2030884771370.205566
0.030000,72,2126973638165.102051
0.030000,71,2109299786642.852051
0.030000,75,2149182017518.771484
0.030000,72,2016819725672.878418
0.030000,74,2111849787111.629150
0.030000,72,2160865690531.450928
0.030000,74,2095030856542.146240
0.030000,75,2052669288870.822754
0.030000,72,2106156201333.894775
0.030000,74,2074329434722.752441
0.030000,74,2076624813319.724854
0.030000,74,2167097912978.522217
0.030000,72,2044667515377.213135
0.030000,73,2098571817743.439209
0.030000,71,2189646708419.912842
0.030000,74,2075636627239.890381
0.030000,75,2044890660056.888916
0.030000,73,2146459260493.590576
0.030000,71,2172943459460.202393
0.030000,72,2092499546314.739258
0.030000,73,2061899908537.504883
0.030000,74,2061796778653.074219
0.030000,75,2157073980424.108154
0.030000,71,2122359004734.402344
0.030000,72,2062035077800.998047
0.030000,72,2017384212151.520508
0.030000,73,2155787709894.915039
0.030000,73,2148561688063.930176
0.030000,73,2112378352916.592285
0.030000,72,2105014892125.253174
0.030000,77,2092439809485.312744
0.030000,73,2011894098222.353027
0.030000,74,2197340786812.487549
0.030000,74,2079219801988.242432
0.030000,74,2137196214694.960938
0.030000,74,2044700298659.274902
0.030000,74,2151162089829.908447
0.030000,73,2179264881208.710205
0.030000,73,2059828469397.349365
0.030000,76,1978801139375.369629
0.030000,73,2136580087671.762451
0.030000,73,2189012221122.960449
0.030000,72,2078417552071.186279
0.030000,76,2151346336753.072510
0.030000,72,2138802421060.968018
0.030000,74,2171430498671.065918
0.030000,75,2037439732706.382812
0.030000,72,2115442149841.686523
0.030000,77,2034442138193.652100
0.030000,72,2126991257445.227539
0.030000,74,2008326440686.313232
0.030000,73,2047726629136.628662
0.030000,73,2089760148505.496094
0.030000,72,2029181070710.166748
0.030000,76,2160782822793.766357
0.030000,74,2140625738029.970459
0.030000,73,2017768522346.071777
0.030000,72,2103188087304.945801
0.030000,73,2082027219595.342041
0.030000,73,2083736819118.267822
0.030000,73,2084644753129.710938
0.030000,71,2159612325403.509521
0.030000,73,2130520229438.470947
0.030000,72,2103516072373.184326
0.030000,73,2079392414806.961670
0.030000,72,2135611383963.360840
0.030000,72,2127627398772.153076
0.030000,73,2157081798884.549805
0.030000,71,2072426380730.686279
0.030000,73,2097353517013.483154
0.030000,72,2141823221399.433105
0.030000,73,2199690979621.129883
0.030000,73,2161350285427.174561
0.030000,73,2075285594879.623535
0.030000,73,2080539306881.805908
0.030000,74,2088654472615.634033
0.030000,73,1992360888958.255615
0.030000,74,2134174718381.808594
0.030000,74,2092059906413.898682
0.030000,75,2123318608932.983154
0.030000,73,2052968788898.463623
0.030000,74,2074680948961.406738
0.030000,72,2158041535989.848389
0.030000,72,2204100037765.079590
0.030000,74,2150292958466.598877
0.030000,76,2149258455705.364746
0.030000,72,2133053140280.174072
0.030000,75,2100604944992.001709
0.030000,73,2154340018920.094971
0.030000,74,2150025686194.645264
0.030000,73,2199591679735.354492
0.030000,73,2171614890792.900146
0.030000,72,2171730170836.712158
0.030000,73,2174144721304.359619
0.030000,73,2081331178536.174316
0.030000,75,2044589785555.826904
0.030000,72,2100274270016.769043
0.030000,74,2173564640978.554199
0.030000,73,2151397341498.479980
0.030000,73,2128214196228.890137
0.030000,72,2105141778260.296631
0.030000,72,2142222834858.625732
0.030000,72,2225304525800.528320
0.030000,73,2107952917261.322266
0.030000,75,2145629067266.345947
0.030000,73,2104035202856.799805
0.030000,72,2197618002802.134521
0.030000,72,2145197060866.312500
0.030000,73,2155537632867.004883
0.030000,71,2185616402182.726318
0.030000,72,2146353352635.502686
0.030000,72,2084520319724.829834
0.030000,74,2164163069449.118652
0.030000,74,2097744829605.425293
0.030000,74,2055486551580.418213
0.030000,72,2077432871398.465088
0.030000,72,2132923382504.300049
0.030000,74,2202386345315.949219
0.030000,73,2113050704696.799561
0.030000,75,2117437991855.485840
0.030000,72,2067753537534.739502
0.030000,72,2123931171554.750000
0.030000,76,2125889398722.951904
0.030000,72,2060590349236.595947
0.030000,74,2090756224599.481445
0.030000,76,2168626719028.353027
0.030000,73,2094006843507.172363
0.030000,72,2142346965696.005859
0.030000,75,2047191872182.885010
0.030000,74,2177006414139.892090
0.030000,71,2138350177017.351318
0.030000,72,2109061416903.184326
0.030000,73,2129195709026.444580
0.030000,73,2187684126351.583496
0.030000,74,2106798741545.340576
0.030000,73,2013033223027.562744
0.030000,73,2117083768643.636475
0.030000,73,2021078298560.266113
0.030000,75,2101327683608.672607
0.030000,74,2188262669183.968018
0.030000,72,2132984091510.796387
0.030000,72,2159108581659.719238
0.030000,72,2110085031611.090576
0.030000,74,2176212774224.114258
0.030000,73,2093297664772.982422
0.030000,74,2119348297372.431885
0.030000,74,2132552644073.691895
0.030000,74,2170156279234.462646
0.030000,74,2081988672539.765381
0.030000,78,2132407292490.138916
0.030000,74,2216979973572.862793
0.030000,77,2010048627394.311035
0.030000,74,2112178937934.315674
0.030000,72,2171898276204.335938
0.030000,72,2058182670073.505127
0.030000,74,2092017754061.150146
0.030000,74,2103106617345.155029
0.030000,72,2099442746400.128174
0.030000,73,2158810238205.006592
0.030000,72,2121106761798.978027
0.030000,72,2134421755378.057617
0.030000,73,2121279291623.673828
0.030000,73,2067664020373.366455
0.030000,73,2111873042221.202148
0.030000,73,2074372366074.131592
0.030000,73,2122615779653.228516
0.030000,73,2031429744971.745117
0.030000,72,2130398071622.519043
0.030000,74,2082024343757.736816
0.030000,74,2111691295966.593994
0.030000,73,2170774261857.377930
0.030000,72,2116723577034.216064
0.030000,72,2158857884372.205566
0.030000,72,2171987046437.600098
0.030000,75,2138890328310.003418
0.030000,71,2023814541293.463623
0.030000,72,2138024245991.733154
0.030000,71,2116675502678.963379
0.030000,74,2159809924071.357666
0.030000,74,2133998159983.515869
0.030000,72,2154358844288.002930
0.030000,75,2129481766782.879150
0.030000,72,2069603955723.755859
0.030000,73,2231679078957.023438
0.030000,73,2043913382169.208740
0.030000,74,2050027150241.490967
0.030000,74,2083939663276.910156
0.030000,74,2118291472016.858154
0.030000,75,2053681587446.273682
0.030000,73,2100144681134.574463
0.030000,72,2121068067567.630859
0.030000,73,2146299789349.600098
0.030000,72,2141589697070.978516
0.030000,72,2046205108622.859375
0.030000,74,2070899281901.087646
0.030000,75,2114870783060.513184
0.030000,73,2148786361761.651367
0.030000,73,2076132925816.196533
0.030000,77,2061122495852.167969
0.030000,74,2082013758719.210693
0.030000,74,2070506277106.560303
0.030000,75,2162983376537.861328
0.030000,72,2135507140717.232910
0.030000,76,2043271881447.732178
0.030000,74,2120131756607.942871
0.030000,73,2078312735818.388184
0.030000,75,2121310983368.306152
0.030000,72,1977147290371.204102
0.030000,74,2126819976523.689697
0.030000,72,2061614362950.469971
0.030000,74,2047329135117.001221
0.030000,73,2038170149261.029541
0.030000,74,2118400071395.961670
0.030000,74,2077781566902.047119
0.030000,71,2085557816321.683350
0.030000,76,2122656416548.651855
0.030000,72,2140654104693.671631
0.030000,73,2142534532696.570312
0.030000,74,2142240446791.963623
0.030000,72,2053406749707.277100
0.030000,74,2056702836129.361572
0.030000,74,2114753166699.714600
0.030000,72,2096736281908.707031
0.030000,74,2115588514824.442627
0.030000,73,2174710622772.660400
0.030000,74,2154464326200.935547
0.030000,74,2174777221659.451904
0.030000,77,2108868198919.279541
0.030000,73,2042278331435.899170
0.030000,74,2012759400106.865967
0.030000,72,1961985227846.571777
0.030000,74,2038637328963.449463
0.030000,75,2157075806047.823486
0.030000,75,2099640802800.496094
0.030000,74,2190065627674.743896
0.030000,74,2161866132683.560303
0.030000,75,2125193252536.718994
0.030000,72,2063750925651.222656
0.030000,73,2127461505612.401611
0.030000,72,2156040812160.120361
0.030000,74,2118472424848.245605
0.030000,72,2116013660978.529785
0.030000,72,2030008535332.883301
0.030000,76,2062044895002.512695
0.030000,76,2131412591316.951904
0.030000,73,2133370140819.870361
0.030000,72,2069739676270.578613
0.030000,73,2146109407831.047363
0.030000,75,2095154122139.433105
0.030000,74,2128333213717.128906
0.030000,73,2170723089039.239746
0.030000,72,2081249235197.390869
0.030000,74,2138198953153.117188
0.030000,73,2131628233132.229736
0.030000,75,2120917752487.655762
0.030000,75,2048952004768.593262
0.030000,77,2164330721814.280273
0.030000,73,2156451352624.745850
0.030000,75,2055753938908.097900
0.030000,71,2072912780117.904541
0.030000,72,2195470042649.063721
0.030000,73,2086375786030.082520
0.030000,76,2165915155125.098145
0.030000,73,2112323533737.915283
0.030000,72,2068984351273.329346
0.030000,73,2192251533079.855225
0.030000,73,2101253768758.849121
0.030000,73,2196555916644.642334
0.030000,72,2076171701164.987305
0.030000,74,2218929015208.244629
0.030000,74,2045564695875.644287
0.030000,77,2067278642904.223633
0.030000,72,2085399922621.633545
0.030000,75,2111332542054.018311
0.030000,73,2129543103509.227051
0.030000,72,2117105677402.353516
0.030000,73,2079792822855.449463
0.030000,74,2124485322807.583984
0.030000,73,2116557049493.255859
0.030000,71,2133024106446.911621
0.030000,74,2165363294514.652100
0.030000,74,2170848349720.020020
0.030000,74,2163254808627.972412
0.030000,74,2075950487505.150146
0.030000,72,2211182779529.904297
0.030000,72,2080961211021.336670
0.030000,74,2107205301505.999512
0.030000,73,2148170928736.587646
0.030000,74,2130486206027.539795
0.030000,72,2071547976545.696289
0.030000,72,2186801348803.777344
0.030000,73,2115681816720.415771
0.030000,75,2134778406238.421143
0.030000,73,2171810252118.170898
0.030000,71,2147437385237.429932
0.030000,75,2088649889334.129150
0.030000,74,2024015056367.455566
0.030000,72,2089781696151.609863
0.030000,71,2118880561182.626221
0.030000,74,2125888574071.815674
0.030000,73,2140009768491.901855
0.030000,72,2153927993994.911621
0.030000,74,2140780319539.484375
0.030000,75,2090417964785.604736
0.030000,74,2159395215710.337158
0.030000,73,2116243329831.345703
0.030000,73,2109223019905.501709
0.030000,73,2183327758009.334229
0.030000,75,2189103567462.268311
0.030000,74,2164031277291.644043
0.030000,73,2126159943404.188721
0.030000,72,2168192499809.112549
0.030000,75,2062651455680.289062
0.030000,71,2176275032404.460938
0.030000,73,2161148900264.808594
0.030000,72,2035974403116.943848
0.030000,73,2108619324696.875488
0.030000,74,2056380388234.520020
0.030000,75,2150252843708.551758
0.030000,75,2140716705314.067871
0.030000,73,2057682499958.478027
0.030000,72,2072734183819.560059
0.030000,74,2081606782628.101807
0.030000,75,2204582934723.802246
0.030000,74,2097883994827.684814
0.030000,73,2065239043932.634277
0.030000,73,2131440491265.432617
0.030000,73,2072910385161.029053
0.030000,73,2097639492138.977539
0.030000,72,2091331417111.065674
0.030000,73,2046704997610.365723
0.030000,73,2080805591432.940918
0.030000,73,2071020073292.129150
0.030000,73,2119344701166.124756
0.030000,73,2060888336497.202148
0.030000,73,2125661816704.495605
0.030000,73,2097113205061.204102
0.030000,75,2042193678643.231689
0.030000,74,2162973869888.759766
0.030000,72,2174096303816.616211
0.030000,74,2152366993807.966553
0.030000,75,2068443872480.265381
0.030000,74,2079867617636.456787
0.030000,74,2138922904686.383301
0.030000,72,2147517043373.932129
0.030000,73,2067706344452.025879
0.030000,72,2150208683719.242432
0.030000,72,2139659544327.146240
0.030000,73,1992786521540.211914
0.030000,72,2199918800089.125000
0.030000,76,2191782999456.467529
0.030000,72,2027490076982.127197
0.030000,75,2087516154698.935547
0.030000,74,2100963046540.485596
0.030000,75,2109048930924.072998
0.030000,74,2126052849378.989990
0.030000,76,2193228137930.753174
0.030000,72,2140860598857.608154
0.030000,76,2144810884749.060303
0.030000,72,2139465979806.949951
0.030000,76,2126835583940.330078
0.030000,72,2127477859194.326904
0.030000,75,2140362771805.892090
0.030000,72,2075507287212.104736
0.030000,74,2162338014632.506836
0.030000,74,2143935050646.298828
0.030000,72,2219207869342.132324
0.030000,71,2022456955232.570068
0.030000,71,2194056018929.426270
0.030000,76,2165917435442.876221
0.030000,73,2033999950550.061035
0.030000,74,2134003197016.781250
0.030000,74,2109135715642.211182
0.030000,73,2148002805505.780029
0.030000,72,2053972654125.897949
0.030000,74,2079623965810.043945
0.030000,76,2129019721911.710449
0.030000,76,2120668093121.574707
0.030000,73,2059525351358.227783
0.030000,73,2085063759779.541992
0.030000,74,2105285112368.178711
0.030000,72,2155726827396.162842
0.030000,73,2067765859893.520752
0.030000,72,2122863183105.262451
0.030000,74,2160167982466.026611
0.030000,73,2100912947944.956299
0.030000,74,2141903378687.434082
0.030000,71,2083206023364.237549
0.030000,74,2077163499050.160645
0.030000,73,2155628728011.278076
0.030000,75,2138210670068.372803
0.030000,74,2090449498826.052002
0.030000,74,2079075836941.766602
0.030000,73,2094148856463.974121
0.030000,72,2121776146176.982910
0.030000,74,2133655048986.201660
0.030000,74,2127803543618.044678
0.030000,71,2077649904612.296143
0.030000,72,2027223831222.046387
0.030000,73,2067587769674.906738
0.030000,73,2068380609392.953857
0.030000,73,2133741996555.061035
0.030000,72,2096706000058.073975
0.030000,75,2119039405648.537598
0.030000,74,2140254745595.569092
0.030000,71,1991771402812.072754
0.030000,72,2140986961088.093750
0.030000,72,2138982673610.001465
0.030000,73,2126225337315.448486
0.030000,71,2064581209446.927246
0.030000,73,1994146690001.122559
0.030000,74,2144557025271.424805
0.030000,72,2087364230470.108154
0.030000,76,2025614905217.896484
0.030000,74,2126907975485.798828
0.030000,74,2005009273613.597900
0.030000,74,2144027932173.311279
0.030000,74,2174934048591.578369
0.030000,74,2070453272891.384033
0.030000,73,2113673292487.437012
0.030000,72,2120150060318.290771
0.030000,75,2031784340647.190674
0.030000,75,2152340359648.204590
0.030000,75,2064193160190.381592
0.030000,72,2087694201495.755371
0.030000,75,2118981633256.791504
0.030000,71,2038210176804.008301
0.030000,75,2074698416900.120361
0.030000,74,2169601637114.648438
0.030000,75,2169966134098.462646
0.030000,74,1970170660021.731201
0.030000,73,2055721379112.569336
0.030000,71,2127147780004.522217
0.030000,72,2142001831366.634277
0.030000,73,2104753443506.905273
0.030000,74,2158604922925.818359
0.030000,73,2116367194962.394287
0.030000,73,2200331784497.905762
0.030000,76,2143509225702.197510
0.030000,72,2006353521259.756104
0.030000,73,2158968763184.288330
0.030000,71,2094229841445.889648
0.030000,73,2070214305942.994141
0.030000,74,2126766288453.151611
0.030000,73,2140045522814.550049
0.030000,74,1994356184999.756836
0.030000,73,2116807814578.946289
0.030000,75,2164345336781.903809
0.030000,74,2147685551966.263672
0.030000,73,2071729012590.492676
0.030000,73,2130051755198.210205
0.030000,71,2160905223046.512207
0.030000,75,2115899698373.236084
0.030000,75,2081649548945.819824
